"Species","Fmulti","Unit","value","F"
"herring",3.0126582278481,"SSB",628066207944.198,0.174037442145756
"herring",3.0126582278481,"Yield",744956518355.54,0.174037442145756
"cod",3.0126582278481,"Biomass",768038453012.24,0.174037442145756
"cod",3.0126582278481,"FBiomass",4537864674802.59,0.174037442145756
"cod",3.0126582278481,"SSB",127892699588.427,0.174037442145756
"cod",3.0126582278481,"Yield",578997151676.831,0.174037442145756
"sprat",3.10126582278481,"Biomass",2130011159165.77,0.177646432218814
"sprat",3.10126582278481,"FBiomass",4479704307626.35,0.177646432218814
"sprat",3.10126582278481,"SSB",814665692488.465,0.177646432218814
"sprat",3.10126582278481,"Yield",1039022669780.34,0.177646432218814
"herring",3.10126582278481,"Biomass",1595885977568.22,0.177646432218814
"herring",3.10126582278481,"FBiomass",4479704307626.35,0.177646432218814
"herring",3.10126582278481,"SSB",626886782306.452,0.177646432218814
"herring",3.10126582278481,"Yield",772959950011.697,0.177646432218814
"cod",3.10126582278481,"Biomass",753807170892.349,0.177646432218814
"cod",3.10126582278481,"FBiomass",4479704307626.35,0.177646432218814
"cod",3.10126582278481,"SSB",119891464814.844,0.177646432218814
"cod",3.10126582278481,"Yield",575427843143.183,0.177646432218814
"sprat",3.18987341772152,"Biomass",2066706740299.96,0.181188802786843
"sprat",3.18987341772152,"FBiomass",4421989383654.21,0.181188802786843
"sprat",3.18987341772152,"SSB",780654713347.648,0.181188802786843
"sprat",3.18987341772152,"Yield",1031338562759.58,0.181188802786843
"herring",3.18987341772152,"Biomass",1615950822137.22,0.181188802786843
"herring",3.18987341772152,"FBiomass",4421989383654.21,0.181188802786843
"herring",3.18987341772152,"SSB",625549100639.012,0.181188802786843
"herring",3.18987341772152,"Yield",801255505197.535,0.181188802786843
"cod",3.18987341772152,"Biomass",739331821217.033,0.181188802786843
"cod",3.18987341772152,"FBiomass",4421989383654.21,0.181188802786843
"cod",3.18987341772152,"SSB",112342999139.824,0.181188802786843
"cod",3.18987341772152,"Yield",571050819124.193,0.181188802786843
"sprat",3.27848101265823,"Biomass",2003958019031.76,0.184666271268362
"sprat",3.27848101265823,"FBiomass",4364678310561.55,0.184666271268362
"sprat",3.27848101265823,"SSB",747700582245.947,0.184666271268362
"sprat",3.27848101265823,"Yield",1022277115815.13,0.184666271268362
"herring",3.27848101265823,"Biomass",1636109442136.68,0.184666271268362
"herring",3.27848101265823,"FBiomass",4364678310561.55,0.184666271268362
"herring",3.27848101265823,"SSB",624069220615.488,0.184666271268362
"herring",3.27848101265823,"Yield",829857161246.606,0.184666271268362
"cod",3.27848101265823,"Biomass",724610849393.115,0.184666271268362
"cod",3.27848101265823,"FBiomass",4364678310561.55,0.184666271268362
"cod",3.27848101265823,"SSB",105222423626.084,0.184666271268362
"cod",3.27848101265823,"Yield",565892329630.147,0.184666271268362
"sprat",3.36708860759494,"Biomass",1941694727849.64,0.188080544306087
"sprat",3.36708860759494,"FBiomass",4307730297387.55,0.188080544306087
"sprat",3.36708860759494,"SSB",715734460346.98,0.188080544306087
"sprat",3.36708860759494,"Yield",1011843975479.26,0.188080544306087
"herring",3.36708860759494,"Biomass",1656391001714.83,0.188080544306087
"herring",3.36708860759494,"FBiomass",4307730297387.55,0.188080544306087
"herring",3.36708860759494,"SSB",622459973458.703,0.188080544306087
"herring",3.36708860759494,"Yield",858777772759.558,0.188080544306087
"cod",3.36708860759494,"Biomass",709644567823.074,0.188080544306087
"cod",3.36708860759494,"FBiomass",4307730297387.55,0.188080544306087
"cod",3.36708860759494,"SSB",98506260414.5061,0.188080544306087
"cod",3.36708860759494,"Yield",559979028930.602,0.188080544306087
"sprat",3.45569620253165,"Biomass",1879849789404.81,0.19143331024578
"sprat",3.45569620253165,"FBiomass",4251105242548.66,0.19143331024578
"sprat",3.45569620253165,"SSB",684692428690.033,0.19143331024578
"sprat",3.45569620253165,"Yield",1000042601748.43,0.19143331024578
"herring",3.45569620253165,"Biomass",1676820445322,0.19143331024578
"herring",3.45569620253165,"FBiomass",4251105242548.66,0.19143331024578
"herring",3.45569620253165,"SSB",620731268478.461,0.19143331024578
"herring",3.45569620253165,"Yield",888028897467.448,0.19143331024578
"cod",3.45569620253165,"Biomass",694435007821.857,0.19143331024578
"cod",3.45569620253165,"FBiomass",4251105242548.66,0.19143331024578
"cod",3.45569620253165,"SSB",92172337435.5733,0.19143331024578
"cod",3.45569620253165,"Yield",553337947136.957,0.19143331024578
"sprat",3.54430379746835,"Biomass",1818359087105.91,0.19472623154688
"sprat",3.54430379746835,"FBiomass",4194763639636.57,0.19472623154688
"sprat",3.54430379746835,"SSB",654515090238.814,0.19472623154688
"sprat",3.54430379746835,"Yield",986874458977.205,0.19472623154688
"herring",3.54430379746835,"Biomass",1697418781183.68,0.19472623154688
"herring",3.54430379746835,"FBiomass",4194763639636.57,0.19472623154688
"herring",3.54430379746835,"SSB",618890370124.783,0.19472623154688
"herring",3.54430379746835,"Yield",917620637102.627,0.19472623154688
"cod",3.54430379746835,"Biomass",678985771346.977,0.19472623154688
"cod",3.54430379746835,"FBiomass",4194763639636.57,0.19472623154688
"cod",3.54430379746835,"SSB",86199702520.6766,0.19472623154688
"cod",3.54430379746835,"Yield",545996451249.076,0.19472623154688
"sprat",3.63291139240506,"Biomass",1757161278387.99,0.197960937212603
"sprat",3.63291139240506,"FBiomass",4138666499322.06,0.197960937212603
"sprat",3.63291139240506,"SSB",625147221734.106,0.197960937212603
"sprat",3.63291139240506,"Yield",972339207610.476,0.197960937212603
"herring",3.63291139240506,"Biomass",1718203337189.55,0.197960937212603
"herring",3.63291139240506,"FBiomass",4138666499322.06,0.197960937212603
"herring",3.63291139240506,"SSB",616942150163.252,0.197960937212603
"herring",3.63291139240506,"Yield",947561491567.494,0.197960937212603
"cod",3.63291139240506,"Biomass",663301883744.517,0.197960937212603
"cod",3.63291139240506,"FBiomass",4138666499322.06,0.197960937212603
"cod",3.63291139240506,"SSB",80568545819.1749,0.197960937212603
"cod",3.63291139240506,"Yield",537982197870.616,0.197960937212603
"sprat",3.72151898734177,"Biomass",1696197645673.84,0.2011390153098
"sprat",3.72151898734177,"FBiomass",4082775286040.91,0.2011390153098
"sprat",3.72151898734177,"SSB",596537468144.333,0.2011390153098
"sprat",3.72151898734177,"Yield",956434897823.849,0.2011390153098
"herring",3.72151898734177,"Biomass",1739187991672.77,0.2011390153098
"herring",3.72151898734177,"FBiomass",4082775286040.91,0.2011390153098
"herring",3.72151898734177,"SSB",614889317316.301,0.2011390153098
"herring",3.72151898734177,"Yield",977858224798.198,0.2011390153098
"cod",3.72151898734177,"Biomass",647389648694.297,0.2011390153098
"cod",3.72151898734177,"FBiomass",4082775286040.91,0.2011390153098
"cod",3.72151898734177,"SSB",75260129529.2254,0.2011390153098
"cod",3.72151898734177,"Yield",529323079674.316,0.2011390153098
"sprat",3.81012658227848,"Biomass",1635411980908.64,0.204262005631279
"sprat",3.81012658227848,"FBiomass",4027051868501.02,0.204262005631279
"sprat",3.81012658227848,"SSB",568638073617.676,0.204262005631279
"sprat",3.81012658227848,"Yield",939158165975.884,0.204262005631279
"herring",3.81012658227848,"Biomass",1760383381099.19,0.204262005631279
"herring",3.81012658227848,"FBiomass",4027051868501.02,0.204262005631279
"herring",3.81012658227848,"SSB",612732626477.667,0.204262005631279
"herring",3.81012658227848,"Yield",1008515740787.6,0.204262005631279
"cod",3.81012658227848,"Biomass",631256506493.191,0.204262005631279
"cod",3.81012658227848,"FBiomass",4027051868501.02,0.204262005631279
"cod",3.81012658227848,"SSB",70256724050.3156,0.204262005631279
"cod",3.81012658227848,"Yield",520047167560.136,0.204262005631279
"sprat",3.89873417721519,"Biomass",1574750500432.83,0.207331392535822
"sprat",3.89873417721519,"FBiomass",3971458483442.81,0.207331392535822
"sprat",3.89873417721519,"SSB",541404643833.988,0.207331392535822
"sprat",3.89873417721519,"Yield",920504434742.942,0.207331392535822
"herring",3.89873417721519,"Biomass",1781797086264.43,0.207331392535822
"herring",3.89873417721519,"FBiomass",3971458483442.81,0.207331392535822
"herring",3.89873417721519,"SSB",610471069404.054,0.207331392535822
"herring",3.89873417721519,"Yield",1039536968271.92,0.207331392535822
"cod",3.89873417721519,"Biomass",614910896745.54,0.207331392535822
"cod",3.89873417721519,"FBiomass",3971458483442.81,0.207331392535822
"cod",3.89873417721519,"SSB",65541549761.2589,0.207331392535822
"cod",3.89873417721519,"Yield",510182650296.342,0.207331392535822
"sprat",3.9873417721519,"Biomass",1514161787893.74,0.21034859798449
"sprat",3.9873417721519,"FBiomass",3915957712533.85,0.21034859798449
"sprat",3.9873417721519,"SSB",514795935556.146,0.21034859798449
"sprat",3.9873417721519,"Yield",900468117918.744,0.21034859798449
"herring",3.9873417721519,"Biomass",1803433798207.01,0.21034859798449
"herring",3.9873417721519,"FBiomass",3915957712533.85,0.21034859798449
"herring",3.9873417721519,"SSB",608102048622.805,0.21034859798449
"herring",3.9873417721519,"Yield",1070922752608.49,0.21034859798449
"cod",3.9873417721519,"Biomass",598362126433.101,0.21034859798449
"cod",3.9873417721519,"FBiomass",3915957712533.85,0.21034859798449
"cod",3.9873417721519,"SSB",61098723717.8032,0.21034859798449
"cod",3.9873417721519,"Yield",499757773266.905,0.21034859798449
"sprat",4.07594936708861,"Biomass",1453596763930.15,0.213314974776686
"sprat",4.07594936708861,"FBiomass",3860512472823.13,0.213314974776686
"sprat",4.07594936708861,"SSB",488773670014.99,0.213314974776686
"sprat",4.07594936708861,"Yield",879042831142.589,0.213314974776686
"herring",4.07594936708861,"Biomass",1825295464680,0.213314974776686
"herring",4.07594936708861,"FBiomass",3860512472823.13,0.213314974776686
"herring",4.07594936708861,"SSB",605621536169.988,0.213314974776686
"herring",4.07594936708861,"Yield",1102671753385.73,0.213314974776686
"cod",4.07594936708861,"Biomass",581620244212.986,0.213314974776686
"cod",4.07594936708861,"FBiomass",3860512472823.13,0.213314974776686
"cod",4.07594936708861,"SSB",56913210648.0135,0.213314974776686
"cod",4.07594936708861,"Yield",488800777767.719,0.213314974776686
"sprat",4.16455696202532,"Biomass",1393008682574.64,0.216231799977127
"sprat",4.16455696202532,"FBiomass",3805086021879.16,0.216231799977127
"sprat",4.16455696202532,"SSB",463302367563.445,0.216231799977127
"sprat",4.16455696202532,"Yield",856221610323.043,0.216231799977127
"herring",4.16455696202532,"Biomass",1847381417666.5,0.216231799977127
"herring",4.16455696202532,"FBiomass",3805086021879.16,0.216231799977127
"herring",4.16455696202532,"SSB",603024218692.787,0.216231799977127
"herring",4.16455696202532,"Yield",1134780346315.28,0.216231799977127
"cod",4.16455696202532,"Biomass",564695921638.017,0.216231799977127
"cod",4.16455696202532,"FBiomass",3805086021879.16,0.216231799977127
"cod",4.16455696202532,"SSB",52970777700.5481,0.216231799977127
"cod",4.16455696202532,"Yield",477339842097.891,0.216231799977127
"sprat",4.25316455696202,"Biomass",1332353155834.38,0.219100268517217
"sprat",4.25316455696202,"FBiomass",3749641979687.49,0.219100268517217
"sprat",4.25316455696202,"SSB",438349201851.169,0.219100268517217
"sprat",4.25316455696202,"Yield",831997140339.076,0.219100268517217
"herring",4.25316455696202,"Biomass",1869688482048.39,0.219100268517217
"herring",4.25316455696202,"FBiomass",3749641979687.49,0.219100268517217
"herring",4.25316455696202,"SSB",600303630417.774,0.219100268517217
"herring",4.25316455696202,"Yield",1167242527961.84,0.219100268517217
"cod",4.25316455696202,"Biomass",547600341804.719,0.219100268517217
"cod",4.25316455696202,"FBiomass",3749641979687.49,0.219100268517217
"cod",4.25316455696202,"SSB",49257952470.4596,0.219100268517217
"cod",4.25316455696202,"Yield",465403025477.964,0.219100268517217
"sprat",4.34177215189873,"Biomass",1271588209943.96,0.221921486954385
"sprat",4.34177215189873,"FBiomass",3694144370744.75,0.221921486954385
"sprat",4.34177215189873,"SSB",413883872670.436,0.221921486954385
"sprat",4.34177215189873,"Yield",806361997885.664,0.221921486954385
"herring",4.34177215189873,"Biomass",1892211065100.28,0.221921486954385
"herring",4.34177215189873,"FBiomass",3694144370744.75,0.221921486954385
"herring",4.34177215189873,"SSB",597452275510.515,0.221921486954385
"herring",4.34177215189873,"Yield",1200049821864.69,0.221921486954385
"cod",4.34177215189873,"Biomass",530345095700.506,0.221921486954385
"cod",4.34177215189873,"FBiomass",3694144370744.75,0.221921486954385
"cod",4.34177215189873,"SSB",45761983888.9404,0.221921486954385
"cod",4.34177215189873,"Yield",453018215589.181,0.221921486954385
"sprat",4.43037974683544,"Biomass",1210674379684.65,0.224696467385886
"sprat",4.43037974683544,"FBiomass",3638557691823.22,0.224696467385886
"sprat",4.43037974683544,"SSB",389878497713.421,0.224696467385886
"sprat",4.43037974683544,"Yield",779308914354.558,0.224696467385886
"herring",4.43037974683544,"Biomass",1914941225910.31,0.224696467385886
"herring",4.43037974683544,"FBiomass",3638557691823.22,0.224696467385886
"herring",4.43037974683544,"SSB",594461741446.68,0.224696467385886
"herring",4.43037974683544,"Yield",1233191184583.89,0.224696467385886
"cod",4.43037974683544,"Biomass",512942086228.255,0.224696467385886
"cod",4.43037974683544,"FBiomass",3638557691823.22,0.224696467385886
"cod",4.43037974683544,"SSB",42470805617.4333,0.224696467385886
"cod",4.43037974683544,"Yield",440213080258.814,0.224696467385886
"sprat",4.51898734177215,"Biomass",1149574851511.7,0.227426121547882
"sprat",4.51898734177215,"FBiomass",3582847014032.32,0.227426121547882
"sprat",4.51898734177215,"SSB",366307524927.707,0.227426121547882
"sprat",4.51898734177215,"Yield",750831067855.473,0.227426121547882
"herring",4.51898734177215,"Biomass",1937868723010.71,0.227426121547882
"herring",4.51898734177215,"FBiomass",3582847014032.32,0.227426121547882
"herring",4.51898734177215,"SSB",591322805207.218,0.227426121547882
"herring",4.51898734177215,"Yield",1266652910142.16,0.227426121547882
"cod",4.51898734177215,"Biomass",495403439509.911,0.227426121547882
"cod",4.51898734177215,"FBiomass",3582847014032.32,0.227426121547882
"cod",4.51898734177215,"SSB",39373001632.7559,0.227426121547882
"cod",4.51898734177215,"Yield",427015023504.717,0.227426121547882
"sprat",4.60759493670886,"Biomass",1088255672983.13,0.230111255200719
"sprat",4.60759493670886,"FBiomass",3526978132807.77,0.230111255200719
"sprat",4.60759493670886,"SSB",343147669227.2,0.230111255200719
"sprat",4.60759493670886,"Yield",720922418646.556,0.230111255200719
"herring",4.60759493670886,"Biomass",1960981037248.23,0.230111255200719
"herring",4.60759493670886,"FBiomass",3526978132807.77,0.230111255200719
"herring",4.60759493670886,"SSB",588025534448.29,0.230111255200719
"herring",4.60759493670886,"Yield",1300418531188.76,0.230111255200719
"cod",4.60759493670886,"Biomass",477741422576.419,0.230111255200719
"cod",4.60759493670886,"FBiomass",3526978132807.77,0.230111255200719
"cod",4.60759493670886,"SSB",36457773728.5792,0.230111255200719
"cod",4.60759493670886,"Yield",413451145782.339,0.230111255200719
"sprat",4.69620253164557,"Biomass",1026686056723.08,0.232752563031453
"sprat",4.69620253164557,"FBiomass",3470917787546.14,0.232752563031453
"sprat",4.69620253164557,"SSB",320377880437.723,0.232752563031453
"sprat",4.69620253164557,"Yield",689578110619.552,0.232752563031453
"herring",4.69620253164557,"Biomass",1984263364933.13,0.232752563031453
"herring",4.69620253164557,"FBiomass",3470917787546.14,0.232752563031453
"herring",4.69620253164557,"SSB",584559386366.306,0.232752563031453
"herring",4.69620253164557,"Yield",1334468714918.34,0.232752563031453
"cod",4.69620253164557,"Biomass",459968365889.937,0.232752563031453
"cod",4.69620253164557,"FBiomass",3470917787546.14,0.232752563031453
"cod",4.69620253164557,"SSB",33714910690.1426,0.232752563031453
"cod",4.69620253164557,"Yield",399548207830.58,0.232752563031453
"sprat",4.78481012658228,"Biomass",964838824494.201,0.235350624535592
"sprat",4.78481012658228,"FBiomass",3414633985829.15,0.235350624535592
"sprat",4.78481012658228,"SSB",297979354220.534,0.235350624535592
"sprat",4.78481012658228,"Yield",656794975175.885,0.235350624535592
"herring",4.78481012658228,"Biomass",2007698573086.99,0.235350624535592
"herring",4.78481012658228,"FBiomass",3414633985829.15,0.235350624535592
"herring",4.78481012658228,"SSB",580913307931.356,0.235350624535592
"herring",4.78481012658228,"Yield",1368781151232.73,0.235350624535592
"cod",4.78481012658228,"Biomass",442096588247.96,0.235350624535592
"cod",4.78481012658228,"FBiomass",3414633985829.15,0.235350624535592
"cod",4.78481012658228,"SSB",31134758924.2042,0.235350624535592
"cod",4.78481012658228,"Yield",385332596967.437,0.235350624535592
"sprat",4.87341772151899,"Biomass",902691065203.813,0.237905901740506
"sprat",4.87341772151899,"FBiomass",3358096488978.1,0.237905901740506
"sprat",4.87341772151899,"SSB",275935605437.141,0.237905901740506
"sprat",4.87341772151899,"Yield",622572196318.978,0.237905901740506
"herring",4.87341772151899,"Biomass",2031267103379.55,0.237905901740506
"herring",4.87341772151899,"FBiomass",3358096488978.1,0.237905901740506
"herring",4.87341772151899,"SSB",577075842767.244,0.237905901740506
"herring",4.87341772151899,"Yield",1403330429687.76,0.237905901740506
"cod",4.87341772151899,"Biomass",424138320394.738,0.237905901740506
"cod",4.87341772151899,"FBiomass",3358096488978.1,0.237905901740506
"cod",4.87341772151899,"SSB",28708194345.9774,0.237905901740506
"cod",4.87341772151899,"Yield",370830294019.155,0.237905901740506
"sprat",4.9620253164557,"Biomass",840225126924.648,0.240418740318712
"sprat",4.9620253164557,"FBiomass",3301277551764.84,0.240418740318712
"sprat",4.9620253164557,"SSB",254232635796.262,0.240418740318712
"sprat",4.9620253164557,"Yield",586912232842.057,0.240418740318712
"herring",4.9620253164557,"Biomass",2054946802853.99,0.240418740318712
"herring",4.9620253164557,"FBiomass",3301277551764.84,0.240418740318712
"herring",4.9620253164557,"SSB",573035252687.131,0.240418740318712
"herring",4.9620253164557,"Yield",1438087900218.1,0.240418740318712
"cod",4.9620253164557,"Biomass",406105621986.204,0.240418740318712
"cod",4.9620253164557,"FBiomass",3301277551764.84,0.240418740318712
"cod",4.9620253164557,"SSB",26426595340.5675,0.240418740318712
"cod",4.9620253164557,"Yield",356066838253.075,0.240418740318712
"sprat",5.05063291139241,"Biomass",777430138969.553,0.242889376806444
"sprat",5.05063291139241,"FBiomass",3244153069019.44,0.242889376806444
"sprat",5.05063291139241,"SSB",232859247580.42,0.242889376806444
"sprat",5.05063291139241,"Yield",549822154659.632,0.242889376806444
"herring",5.05063291139241,"Biomass",2078712645812.78,0.242889376806444
"herring",5.05063291139241,"FBiomass",3244153069019.44,0.242889376806444
"herring",5.05063291139241,"SSB",568779666586.244,0.242889376806444
"herring",5.05063291139241,"Yield",1473021510245.45,0.242889376806444
"cod",5.05063291139241,"Biomass",388010284237.104,0.242889376806444
"cod",5.05063291139241,"FBiomass",3244153069019.44,0.242889376806444
"cod",5.05063291139241,"SSB",24281816629.3163,0.242889376806444
"cod",5.05063291139241,"Yield",341067286691.453,0.242889376806444
"sprat",5.13924050632911,"Biomass",714304385112.034,0.245317956625686
"sprat",5.13924050632911,"FBiomass",3186704381588.68,0.245317956625686
"sprat",5.13924050632911,"SSB",211807587565.896,0.245317956625686
"sprat",5.13924050632911,"Yield",511315651509.498,0.245317956625686
"herring",5.13924050632911,"Biomass",2102536289148.17,0.245317956625686
"herring",5.13924050632911,"FBiomass",3186704381588.68,0.245317956625686
"herring",5.13924050632911,"SSB",564297277520.821,0.245317956625686
"herring",5.13924050632911,"Yield",1508095607338.64,0.245317956625686
"cod",5.13924050632911,"Biomass",369863707328.479,0.245317956625686
"cod",5.13924050632911,"FBiomass",3186704381588.68,0.245317956625686
"cod",5.13924050632911,"SSB",22266163880.3975,0.245317956625686
"cod",5.13924050632911,"Yield",325856162936.224,0.245317956625686
"sprat",5.22784810126582,"Biomass",650859055784.307,0.24770457098507
"sprat",5.22784810126582,"FBiomass",3128921160659.77,0.24770457098507
"sprat",5.22784810126582,"SSB",191074057896.499,0.24770457098507
"sprat",5.22784810126582,"Yield",471416140249.176,0.24770457098507
"herring",5.22784810126582,"Biomass",2126385367962.78,0.24770457098507
"herring",5.22784810126582,"FBiomass",3128921160659.77,0.24770457098507
"herring",5.22784810126582,"SSB",559576622972.718,0.24770457098507
"herring",5.22784810126582,"Yield",1543270692084.69,0.24770457098507
"cod",5.22784810126582,"Biomass",351676736912.687,0.24770457098507
"cod",5.22784810126582,"FBiomass",3128921160659.77,0.24770457098507
"cod",5.22784810126582,"SSB",20372368899.1955,0.24770457098507
"cod",5.22784810126582,"Yield",310457388908.139,0.24770457098507
"sprat",5.31645569620253,"Biomass",587124251832.795,0.250049326535557
"sprat",5.31645569620253,"FBiomass",3070806069745.22,0.250049326535557
"sprat",5.31645569620253,"SSB",170660817409.336,0.250049326535557
"sprat",5.31645569620253,"Yield",430161678236.735,0.250049326535557
"herring",5.31645569620253,"Biomass",2150222381311.53,0.250049326535557
"herring",5.31645569620253,"FBiomass",3070806069745.22,0.250049326535557
"herring",5.31645569620253,"SSB",554607008173.762,0.250049326535557
"herring",5.31645569620253,"Yield",1578503100726.51,0.250049326535557
"cod",5.31645569620253,"Biomass",333459436600.895,0.250049326535557
"cod",5.31645569620253,"FBiomass",3070806069745.22,0.250049326535557
"cod",5.31645569620253,"SSB",18593565187.2103,0.250049326535557
"cod",5.31645569620253,"Yield",294894190020.031,0.250049326535557
"sprat",5.40506329113924,"Biomass",523158697043.865,0.252352471783832
"sprat",5.40506329113924,"FBiomass",3012382382176.65,0.252352471783832
"sprat",5.40506329113924,"SSB",150578242806.939,0.252352471783832
"sprat",5.40506329113924,"Yield",387612868997.442,0.252352471783832
"herring",5.40506329113924,"Biomass",2174002924885.97,0.252352471783832
"herring",5.40506329113924,"FBiomass",3012382382176.65,0.252352471783832
"herring",5.40506329113924,"SSB",549379176457.117,0.252352471783832
"herring",5.40506329113924,"Yield",1613744592947.61,0.252352471783832
"cod",5.40506329113924,"Biomass",315220760246.807,0.252352471783832
"cod",5.40506329113924,"FBiomass",3012382382176.65,0.252352471783832
"cod",5.40506329113924,"SSB",16923263484.7026,0.252352471783832
"cod",5.40506329113924,"Yield",279188958355.984,0.252352471783832
"sprat",5.49367088607595,"Biomass",459065637047.597,0.254614622429416
"sprat",5.49367088607595,"FBiomass",2953706570021.63,0.254614622429416
"sprat",5.49367088607595,"SSB",130848972943.769,0.254614622429416
"sprat",5.49367088607595,"Yield",343865784607.128,0.254614622429416
"herring",5.49367088607595,"Biomass",2197672870893.08,0.254614622429416
"herring",5.49367088607595,"FBiomass",2953706570021.63,0.254614622429416
"herring",5.49367088607595,"SSB",543886410026.94,0.254614622429416
"herring",5.49367088607595,"Yield",1648941820248.6,0.254614622429416
"cod",5.49367088607595,"Biomass",296968062080.948,0.254614622429416
"cod",5.49367088607595,"FBiomass",2953706570021.63,0.254614622429416
"cod",5.49367088607595,"SSB",15355326403.8547,0.254614622429416
"cod",5.49367088607595,"Yield",263363044424.297,0.254614622429416
"sprat",5.58227848101266,"Biomass",395019258356.384,0.256837161613515
"sprat",5.58227848101266,"FBiomass",2894889403853.59,0.256837161613515
"sprat",5.58227848101266,"SSB",111514622307.259,0.256837161613515
"sprat",5.58227848101266,"Yield",299073458653.887,0.256837161613515
"herring",5.58227848101266,"Biomass",2221163818026.18,0.256837161613515
"herring",5.58227848101266,"FBiomass",2894889403853.59,0.256837161613515
"herring",5.58227848101266,"SSB",538126391191.265,0.256837161613515
"herring",5.58227848101266,"Yield",1684035660615.96,0.256837161613515
"cod",5.58227848101266,"Biomass",278706327471.029,0.256837161613515
"cod",5.58227848101266,"FBiomass",2894889403853.59,0.256837161613515
"cod",5.58227848101266,"SSB",13883939933.4973,0.256837161613515
"cod",5.58227848101266,"Yield",247436413742.551,0.256837161613515
"sprat",5.67088607594937,"Biomass",331309494131.384,0.259022956707849
"sprat",5.67088607594937,"FBiomass",2836131991758.58,0.259022956707849
"sprat",5.67088607594937,"SSB",92647135085.8713,0.259022956707849
"sprat",5.67088607594937,"Yield",253482425215.345,0.259022956707849
"herring",5.67088607594937,"Biomass",2244385613350.29,0.259022956707849
"herring",5.67088607594937,"FBiomass",2836131991758.58,0.259022956707849
"herring",5.67088607594937,"SSB",532104433405.867,0.259022956707849
"herring",5.67088607594937,"Yield",1718960435522.23,0.259022956707849
"cod",5.67088607594937,"Biomass",260436884276.912,0.259022956707849
"cod",5.67088607594937,"FBiomass",2836131991758.58,0.259022956707849
"cod",5.67088607594937,"SSB",12503576392.67,0.259022956707849
"cod",5.67088607594937,"Yield",231427021619.516,0.259022956707849
"sprat",5.75949367088608,"Biomass",268419974175.453,0.261177664970662
"sprat",5.75949367088608,"FBiomass",2777788797070.28,0.261177664970662
"sprat",5.75949367088608,"SSB",74368483895.3842,0.261177664970662
"sprat",5.75949367088608,"Yield",207496512476.069,0.261177664970662
"herring",5.75949367088608,"Biomass",2267213736166.4,0.261177664970662
"herring",5.75949367088608,"FBiomass",2777788797070.28,0.261177664970662
"herring",5.75949367088608,"SSB",525839234986.578,0.261177664970662
"herring",5.75949367088608,"Yield",1753643095769.13,0.261177664970662
"cod",5.75949367088608,"Biomass",242155086728.428,0.261177664970662
"cod",5.75949367088608,"FBiomass",2777788797070.28,0.261177664970662
"cod",5.75949367088608,"SSB",11208936104.6411,0.261177664970662
"cod",5.75949367088608,"Yield",215349567156.248,0.261177664970662
"sprat",5.84810126582278,"Biomass",207166669432.308,0.263312152255269
"sprat",5.84810126582278,"FBiomass",2720480073650.36,0.263312152255269
"sprat",5.84810126582278,"SSB",56885621595.9419,0.263312152255269
"sprat",5.84810126582278,"Yield",161790883050.878,0.263312152255269
"herring",5.84810126582278,"Biomass",2289467478767.89,0.263312152255269
"herring",5.84810126582278,"FBiomass",2720480073650.36,0.263312152255269
"herring",5.84810126582278,"SSB",519373333215.098,0.263312152255269
"herring",5.84810126582278,"Yield",1788002637725.72,0.263312152255269
"cod",5.84810126582278,"Biomass",223845925450.163,0.263312152255269
"cod",5.84810126582278,"FBiomass",2720480073650.36,0.263312152255269
"cod",5.84810126582278,"SSB",9994839322.11886,0.263312152255269
"cod",5.84810126582278,"Yield",199212869304.742,0.263312152255269
"sprat",5.93670886075949,"Biomass",148942364949.297,0.265446938883965
"sprat",5.93670886075949,"FBiomass",2665290530138.41,0.265446938883965
"sprat",5.93670886075949,"SSB",40551883226.5558,0.265446938883965
"sprat",5.93670886075949,"Yield",117514783151.229,0.265446938883965
"herring",5.93670886075949,"Biomass",2310872495071.53,0.265446938883965
"herring",5.93670886075949,"FBiomass",2665290530138.41,0.265446938883965
"herring",5.93670886075949,"SSB",512791981055.221,0.265446938883965
"herring",5.93670886075949,"Yield",1821950545375.54,0.265446938883965
"cod",5.93670886075949,"Biomass",205475670117.581,0.265446938883965
"cod",5.93670886075949,"FBiomass",2665290530138.41,0.265446938883965
"cod",5.93670886075949,"SSB",8856009080.85521,0.265446938883965
"cod",5.93670886075949,"Yield",183014308858.212,0.265446938883965
"sprat",6.0253164556962,"Biomass",96100532537.8836,0.267619618365199
"sprat",6.0253164556962,"FBiomass",2614082214739.07,0.267619618365199
"sprat",6.0253164556962,"SSB",25962451249.8154,0.267619618365199
"sprat",6.0253164556962,"Yield",76615442751.3938,0.267619618365199
"herring",6.0253164556962,"Biomass",2331004234736.71,0.267619618365199
"herring",6.0253164556962,"FBiomass",2614082214739.07,0.267619618365199
"herring",6.0253164556962,"SSB",506254115414.263,0.267619618365199
"herring",6.0253164556962,"Yield",1855394831117.53,0.267619618365199
"cod",6.0253164556962,"Biomass",186977447464.477,0.267619618365199
"cod",6.0253164556962,"FBiomass",2614082214739.07,0.267619618365199
"cod",6.0253164556962,"SSB",7786641085.39497,0.267619618365199
"cod",6.0253164556962,"Yield",166728780182.244,0.267619618365199
"sprat",6.11392405063291,"Biomass",52295930062.9286,0.269892912996213
